Date,Open,High,Low,Close,Volume
10/03/2021 16:00:00,"121,69","122,17","119,45","119,98",111943326
11/03/2021 16:00:00,"122,54","123,21","121,26","121,96",103026514
12/03/2021 16:00:00,"120,4","121,17","119,16","121,03",88105050
15/03/2021 16:00:00,"121,41",124,"120,42","123,99",92590555
16/03/2021 16:00:00,"125,7","127,22","124,72","125,57",115227936
17/03/2021 16:00:00,"124,05","125,86","122,34","124,76",111932636
18/03/2021 16:00:00,"122,88","123,18","120,32","120,53",121469755
19/03/2021 16:00:00,"119,9","121,43","119,68","119,99",185549522
22/03/2021 16:00:00,"120,33","123,87","120,26","123,39",111912284
23/03/2021 16:00:00,"123,33","124,24","122,14","122,54",95467142
24/03/2021 16:00:00,"122,82","122,9","120,07","120,09",88530485
25/03/2021 16:00:00,"119,54","121,66",119,"120,59",98844681
26/03/2021 16:00:00,"120,35","121,48","118,92","121,21",94071234
29/03/2021 16:00:00,"121,65","122,58","120,73","121,39",80819203
30/03/2021 16:00:00,"120,11","120,4","118,86","119,9",85671919
31/03/2021 16:00:00,"121,65","123,52","121,15","122,15",118323826
01/04/2021 16:00:00,"123,66","124,18","122,49",123,75089134
05/04/2021 16:00:00,"123,87","126,16","123,07","125,9",88651175
06/04/2021 16:00:00,"126,5","127,13","125,65","126,21",80171253
07/04/2021 16:00:00,"125,83","127,92","125,14","127,9",83466716
08/04/2021 16:00:00,"128,95","130,39","128,52","130,36",88844591
09/04/2021 16:00:00,"129,8","133,04","129,47",133,106686703
12/04/2021 16:00:00,"132,52","132,85","130,63","131,24",91419983
13/04/2021 16:00:00,"132,44","134,66","131,93","134,43",91266545
14/04/2021 16:00:00,"134,94",135,"131,66","132,03",87222782
15/04/2021 16:00:00,"133,82",135,"133,64","134,5",89347102
16/04/2021 16:00:00,"134,3","134,67","133,28","134,16",84922386
19/04/2021 16:00:00,"133,51","135,47","133,34","134,84",94264215
20/04/2021 16:00:00,"135,02","135,53","131,81","133,11",94812349
21/04/2021 16:00:00,"132,36","133,75","131,3","133,5",68847136
22/04/2021 16:00:00,"133,04","134,15","131,41","131,94",84566456
23/04/2021 16:00:00,"132,16","135,12","132,16","134,32",78756779
26/04/2021 16:00:00,"134,83","135,06","133,56","134,72",66905069
27/04/2021 16:00:00,"135,01","135,41","134,11","134,39",66015804
28/04/2021 16:00:00,"134,31","135,02","133,08","133,58",107760097
29/04/2021 16:00:00,"136,47","137,07","132,45","133,48",151100953
30/04/2021 16:00:00,"131,78","133,56","131,07","131,46",109839466
03/05/2021 16:00:00,"132,04","134,07","131,83","132,54",75135100
04/05/2021 16:00:00,"131,19","131,49","126,7","127,85",137564718
05/05/2021 16:00:00,"129,2","130,45","127,97","128,1",84000900
06/05/2021 16:00:00,"127,89","129,75","127,13","129,74",78128334
07/05/2021 16:00:00,"130,85","131,26","129,48","130,21",78973273
10/05/2021 16:00:00,"129,41","129,54","126,81","126,85",88071229
11/05/2021 16:00:00,"123,5","126,27","122,77","125,91",126142826
12/05/2021 16:00:00,"123,4","124,64","122,25","122,77",112172282
13/05/2021 16:00:00,"124,58","126,15","124,26","124,97",105861339
14/05/2021 16:00:00,"126,25","127,89","125,85","127,45",81917951
17/05/2021 16:00:00,"126,82","126,93","125,17","126,27",74244624
18/05/2021 16:00:00,"126,56","126,99","124,78","124,85",63342929
19/05/2021 16:00:00,"123,16","124,92","122,86","124,69",92611989
20/05/2021 16:00:00,"125,23","127,72","125,1","127,31",76857123
21/05/2021 16:00:00,"127,82",128,"125,21","125,43",79295436
24/05/2021 16:00:00,"126,01","127,94","125,94","127,1",63092945
25/05/2021 16:00:00,"127,82","128,32","126,32","126,9",72009482
26/05/2021 16:00:00,"126,96","127,39","126,42","126,85",56575920
27/05/2021 16:00:00,"126,44","127,64","125,08","125,28",94625601
28/05/2021 16:00:00,"125,57","125,8","124,55","124,61",71311109
01/06/2021 16:00:00,"125,08","125,35","123,94","124,28",67637118
02/06/2021 16:00:00,"124,28","125,24","124,05","125,06",59278862
03/06/2021 16:00:00,"124,68","124,85","123,13","123,54",76229170
04/06/2021 16:00:00,"124,07","126,16","123,85","125,89",75169343
07/06/2021 16:00:00,"126,17","126,32","124,83","125,9",71057550
08/06/2021 16:00:00,"126,6","128,46","126,21","126,74",74403774
09/06/2021 16:00:00,"127,21","127,75","126,52","127,13",56877937
10/06/2021 16:00:00,"127,02","128,19","125,94","126,11",71186421
11/06/2021 16:00:00,"126,53","127,44","126,1","127,35",53522373
14/06/2021 16:00:00,"127,82","130,54","127,07","130,48",96906490
15/06/2021 16:00:00,"129,94","130,6","129,39","129,64",62746332
16/06/2021 16:00:00,"130,37","130,89","128,46","130,15",91815026
17/06/2021 16:00:00,"129,8","132,55","129,65","131,79",96721669
18/06/2021 16:00:00,"130,71","131,51","130,24","130,46",108953309
21/06/2021 16:00:00,"130,3","132,41","129,21","132,3",79663316
22/06/2021 16:00:00,"132,13","134,08","131,62","133,98",74783618
23/06/2021 16:00:00,"133,77","134,32","133,23","133,7",60214200
24/06/2021 16:00:00,"134,45","134,64","132,93","133,41",68710998
25/06/2021 16:00:00,"133,46","133,89","132,81","133,11",70783746
28/06/2021 16:00:00,"133,41","135,25","133,35","134,78",62111303
29/06/2021 16:00:00,"134,8","136,49","134,35","136,33",64556081
30/06/2021 16:00:00,"136,17","137,41","135,87","136,96",63261393
01/07/2021 16:00:00,"136,6","137,33","135,76","137,27",52485781
02/07/2021 16:00:00,"137,9",140,"137,75","139,96",78945572
06/07/2021 16:00:00,"140,07","143,15","140,07","142,02",108181793
07/07/2021 16:00:00,"143,54","144,89","142,66","144,57",104911589
08/07/2021 16:00:00,"141,58","144,06","140,67","143,24",105575458
09/07/2021 16:00:00,"142,75","145,65","142,65","145,11",99890800
12/07/2021 16:00:00,"146,21","146,32",144,"144,5",76299719
13/07/2021 16:00:00,"144,03","147,46","143,63","145,64",100827099
14/07/2021 16:00:00,"148,1","149,57","147,68","149,15",127050785
15/07/2021 16:00:00,"149,24",150,"147,09","148,48",106820297
16/07/2021 16:00:00,"148,46","149,76","145,88","146,39",93251426
19/07/2021 16:00:00,"143,75","144,07","141,67","142,45",121434571
20/07/2021 16:00:00,"143,46","147,1","142,96","146,15",96350036
21/07/2021 16:00:00,"145,53","146,13","144,63","145,4",74993460
22/07/2021 16:00:00,"145,94","148,2","145,81","146,8",77338156
23/07/2021 16:00:00,"147,55","148,72","146,92","148,56",71447416
26/07/2021 16:00:00,"148,27","149,83","147,7","148,99",72434089
27/07/2021 16:00:00,"149,12","149,21","145,55","146,77",104818578
28/07/2021 16:00:00,"144,81","146,97","142,54","144,98",118931191
29/07/2021 16:00:00,"144,69","146,55","144,58","145,64",56699475
30/07/2021 16:00:00,"144,38","146,33","144,11","145,86",70440626
02/08/2021 16:00:00,"146,36","146,95","145,25","145,52",62879961
03/08/2021 16:00:00,"145,81","148,04","145,18","147,36",64786618
04/08/2021 16:00:00,"147,27","147,79","146,28","146,95",56368271
05/08/2021 16:00:00,"146,98","147,84","146,17","147,06",46397674
06/08/2021 16:00:00,"146,35","147,11","145,63","146,14",54126813
09/08/2021 16:00:00,"146,2","146,7","145,52","146,09",48908689
10/08/2021 16:00:00,"146,44","147,71","145,3","145,6",69023081
11/08/2021 16:00:00,"146,05","146,72","145,53","145,86",48493463
12/08/2021 16:00:00,"146,19","149,05","145,84","148,89",73779113
13/08/2021 16:00:00,"148,97","149,44","148,27","149,1",59375009
16/08/2021 16:00:00,"148,54","151,19","146,47","151,12",103558782
17/08/2021 16:00:00,"150,23","151,68","149,09","150,19",92229735
18/08/2021 16:00:00,"149,8","150,72","146,15","146,36",86325990
19/08/2021 16:00:00,"145,03",148,"144,5","146,7",86960310
20/08/2021 16:00:00,"147,44","148,5","146,78","148,19",60549630
23/08/2021 16:00:00,"148,31","150,19","147,89","149,71",60131810
24/08/2021 16:00:00,"149,45","150,86","149,15","149,62",48606428
25/08/2021 16:00:00,"149,81","150,32","147,8","148,36",58991297
26/08/2021 16:00:00,"148,35","149,12","147,51","147,54",48597195
27/08/2021 16:00:00,"147,48","148,75","146,83","148,6",55802388
30/08/2021 16:00:00,149,"153,49","148,61","153,12",90956723
31/08/2021 16:00:00,"152,66","152,8","151,29","151,83",86453117
01/09/2021 16:00:00,"152,83","154,98","152,34","152,51",80313711
02/09/2021 16:00:00,"153,87","154,72","152,4","153,65",71171317
03/09/2021 16:00:00,"153,76","154,63","153,09","154,3",57866066
07/09/2021 16:00:00,"154,97","157,26","154,39","156,69",82278261
08/09/2021 16:00:00,"156,98","157,04","153,98","155,11",74420207
09/09/2021 16:00:00,"155,49","156,11","153,95","154,07",57305730
10/09/2021 16:00:00,155,"155,48","148,7","148,97",140893235
13/09/2021 16:00:00,"150,63","151,42","148,75","149,55",102404329
14/09/2021 16:00:00,"150,35","151,07","146,91","148,12",109296295
15/09/2021 16:00:00,"148,56","149,44","146,37","149,03",83281315
16/09/2021 16:00:00,"148,44","148,97","147,22","148,79",68034149
17/09/2021 16:00:00,"148,82","148,82","145,76","146,06",129868824
20/09/2021 16:00:00,"143,8","144,84","141,27","142,94",123478863
21/09/2021 16:00:00,"143,93","144,6","142,78","143,43",75833962
22/09/2021 16:00:00,"144,45","146,43","143,7","145,85",76404341
23/09/2021 16:00:00,"146,65","147,08","145,64","146,83",64838170
24/09/2021 16:00:00,"145,66","147,47","145,56","146,92",53477869
27/09/2021 16:00:00,"145,47","145,96","143,82","145,37",74150729
28/09/2021 16:00:00,"143,25","144,75","141,69","141,91",108972340
29/09/2021 16:00:00,"142,47","144,45","142,03","142,83",74602044
30/09/2021 16:00:00,"143,66","144,38","141,28","141,5",89056664
01/10/2021 16:00:00,"141,9","142,92","139,11","142,65",94639581
04/10/2021 16:00:00,"141,76","142,21","138,27","139,14",98322008
05/10/2021 16:00:00,"139,49","142,24","139,36","141,11",80861062
06/10/2021 16:00:00,"139,47","142,15","138,37",142,83221119
07/10/2021 16:00:00,"143,06","144,22","142,72","143,29",61732656
08/10/2021 16:00:00,"144,03","144,18","142,56","142,9",58773155
11/10/2021 16:00:00,"142,27","144,81","141,81","142,81",64452219
12/10/2021 16:00:00,"143,23","143,25","141,04","141,51",73035859
13/10/2021 16:00:00,"141,24","141,4","139,2","140,91",78762721
14/10/2021 16:00:00,"142,11","143,88","141,51","143,76",69907100
15/10/2021 16:00:00,"143,77","144,9","143,51","144,84",67940334
18/10/2021 16:00:00,"143,45","146,84","143,16","146,55",85589175
19/10/2021 16:00:00,"147,01","149,17","146,55","148,76",76378894
20/10/2021 16:00:00,"148,7","149,75","148,12","149,26",58418788
21/10/2021 16:00:00,"148,81","149,64","147,87","149,48",61420990
22/10/2021 16:00:00,"149,69","150,18","148,64","148,69",58883443
25/10/2021 16:00:00,"148,68","149,37","147,62","148,64",50720556
26/10/2021 16:00:00,"149,33","150,84","149,01","149,32",60893395
27/10/2021 16:00:00,"149,36","149,73","148,49","148,85",56094929
28/10/2021 16:00:00,"149,82","153,17","149,72","152,57",100077888
29/10/2021 16:00:00,"147,22","149,94","146,41","149,8",124953168
01/11/2021 16:00:00,"148,99","149,7","147,8","148,96",74588258
02/11/2021 16:00:00,"148,66","151,57","148,65","150,02",69121987
03/11/2021 16:00:00,"150,39","151,97","149,82","151,49",54511534
04/11/2021 16:00:00,"151,58","152,43","150,64","150,96",60394616
05/11/2021 16:00:00,"151,89","152,2","150,06","151,28",65463883
08/11/2021 16:00:00,"151,41","151,57","150,16","150,44",55020868
09/11/2021 16:00:00,"150,2","151,43","150,06","150,81",56787930
10/11/2021 16:00:00,"150,02","150,13","147,85","147,92",65187092
11/11/2021 16:00:00,"148,96","149,43","147,68","147,87",40999950
12/11/2021 16:00:00,"148,43","150,4","147,48","149,99",63804008
15/11/2021 16:00:00,"150,37","151,88","149,43",150,59222803
16/11/2021 16:00:00,"149,94","151,49","149,34",151,59256210
17/11/2021 16:00:00,151,155,"150,99","153,49",88807000
18/11/2021 16:00:00,"153,71","158,67","153,05","157,87",137827673
19/11/2021 16:00:00,"157,65","161,02","156,53","160,55",117305597
22/11/2021 16:00:00,"161,68","165,7",161,"161,02",117467889
23/11/2021 16:00:00,"161,12","161,8","159,06","161,41",96041899
24/11/2021 16:00:00,"160,75","162,14","159,64","161,94",69463623
26/11/2021 13:00:00,"159,57","160,45","156,36","156,81",76959752
29/11/2021 16:00:00,"159,37","161,19","158,79","160,24",88748217
30/11/2021 16:00:00,"159,99","165,52","159,92","165,3",174048056
01/12/2021 16:00:00,"167,48","170,3","164,53","164,77",152423003
02/12/2021 16:00:00,"158,74","164,2","157,8","163,76",136739174
03/12/2021 16:00:00,"164,02","164,96","159,72","161,84",118023116
06/12/2021 16:00:00,"164,29","167,88","164,28","165,32",107496982
07/12/2021 16:00:00,"169,08","171,58","168,34","171,18",120405352
08/12/2021 16:00:00,"172,13","175,96","170,7","175,08",116998901
09/12/2021 16:00:00,"174,91","176,75","173,92","174,56",108923739
10/12/2021 16:00:00,"175,21","179,63","174,69","179,45",115402731
13/12/2021 16:00:00,"181,12","182,13","175,53","175,74",153237019
14/12/2021 16:00:00,"175,25","177,74","172,21","174,33",139380382
15/12/2021 16:00:00,"175,11","179,5","172,31","179,3",131063257
16/12/2021 16:00:00,"179,28","181,14","170,75","172,26",150185843
17/12/2021 16:00:00,"169,93","173,47","169,69","171,14",195923441
20/12/2021 16:00:00,"168,28","170,58","167,46","169,75",107499114
21/12/2021 16:00:00,"171,56","173,2","169,12","172,99",91185905
22/12/2021 16:00:00,"173,04","175,86","172,15","175,64",92135303
23/12/2021 16:00:00,"175,85","176,85","175,27","176,28",68356567
27/12/2021 16:00:00,"177,09","180,42","177,07","180,33",74919582
28/12/2021 16:00:00,"180,16","181,33","178,53","179,29",79144339
29/12/2021 16:00:00,"179,33","180,63","178,14","179,38",62348931
30/12/2021 16:00:00,"179,47","180,57","178,09","178,2",59773014
31/12/2021 16:00:00,"178,09","179,23","177,26","177,57",64062261
03/01/2022 16:00:00,"177,83","182,88","177,71","182,01",104701220
04/01/2022 16:00:00,"182,63","182,94","179,12","179,7",99310438
05/01/2022 16:00:00,"179,61","180,17","174,64","174,92",94537602
06/01/2022 16:00:00,"172,7","175,3","171,64",172,96903955
07/01/2022 16:00:00,"172,89","174,14","171,03","172,17",86709147
10/01/2022 16:00:00,"169,08","172,5","168,17","172,19",106765552
11/01/2022 16:00:00,"172,32","175,18","170,82","175,08",76138312
12/01/2022 16:00:00,"176,12","177,18","174,82","175,53",74805173
13/01/2022 16:00:00,"175,78","176,62","171,79","172,19",84505760
14/01/2022 16:00:00,"171,34","173,78","171,09","173,07",80440780
18/01/2022 16:00:00,"171,51","172,54","169,41","169,8",91168729
19/01/2022 16:00:00,170,"171,08","165,94","166,23",94814990
20/01/2022 16:00:00,"166,98","169,68","164,18","164,51",91420515
21/01/2022 16:00:00,"164,42","166,33","162,3","162,41",122848858
24/01/2022 16:00:00,"160,02","162,3","154,7","161,62",162706686
25/01/2022 16:00:00,"158,98","162,76","157,02","159,78",115798367
26/01/2022 16:00:00,"163,5","164,39","157,82","159,69",108275308
27/01/2022 16:00:00,"162,45","163,84","158,28","159,22",121954638
28/01/2022 16:00:00,"165,71","170,35","162,8","170,33",179935660
31/01/2022 16:00:00,"170,16",175,"169,51","174,78",115541590
01/02/2022 16:00:00,"174,01","174,84","172,31","174,61",86213911
02/02/2022 16:00:00,"174,75","175,88","173,33","175,84",84914256
03/02/2022 16:00:00,"174,48","176,24","172,12","172,9",89418074
04/02/2022 16:00:00,"171,68","174,1","170,68","172,39",82465400
07/02/2022 16:00:00,"172,86","173,95","170,95","171,66",77251204
08/02/2022 16:00:00,"171,73","175,35","171,43","174,83",74829217
09/02/2022 16:00:00,"176,05","176,65","174,9","176,28",71285038
10/02/2022 16:00:00,"174,14","175,48","171,55","172,12",90865899
11/02/2022 16:00:00,"172,33","173,08","168,04","168,64",98670687
14/02/2022 16:00:00,"167,37","169,58","166,56","168,88",86185530
15/02/2022 16:00:00,"170,97","172,95","170,25","172,79",64286320
16/02/2022 16:00:00,"171,85","173,34","170,05","172,55",61177398
17/02/2022 16:00:00,"171,03","171,91","168,47","168,88",69589344
18/02/2022 16:00:00,"169,82","170,54","166,19","167,3",82772674
22/02/2022 16:00:00,"164,98","166,69","162,15","164,32",91162758
23/02/2022 16:00:00,"165,54","166,15","159,75","160,07",90009247
24/02/2022 16:00:00,"152,58","162,85",152,"162,74",141147540
25/02/2022 16:00:00,"163,84","165,12","160,87","164,85",91974222
28/02/2022 16:00:00,"163,06","165,42","162,43","165,12",95056629
01/03/2022 16:00:00,"164,7","166,6","161,97","163,2",83474425
02/03/2022 16:00:00,"164,39","167,36","162,95","166,56",79724750
03/03/2022 16:00:00,"168,47","168,91","165,55","166,23",76678441
04/03/2022 16:00:00,"164,49","165,55","162,1","163,17",83819592
07/03/2022 16:00:00,"163,36","165,02","159,04","159,3",96418845
08/03/2022 16:00:00,"158,82","162,88","155,8","157,44",131148280
09/03/2022 16:00:00,"161,48","163,41","159,41","162,95",91454905
10/03/2022 16:00:00,"160,2","160,39","155,98","158,52",105342033
11/03/2022 16:00:00,"158,93","159,28","154,5","154,73",96970102
14/03/2022 16:00:00,"151,45","154,12","150,1","150,62",108732111
15/03/2022 16:00:00,"150,9","155,57","150,38","155,09",92964302
16/03/2022 16:00:00,"157,05",160,"154,46","159,59",102300157
17/03/2022 16:00:00,"158,61",161,"157,63","160,62",75615376
18/03/2022 16:00:00,"160,51","164,48","159,76","163,98",123511692
21/03/2022 16:00:00,"163,51","166,35","163,01","165,38",95811352
22/03/2022 16:00:00,"165,51","169,42","164,91","168,82",81532007
23/03/2022 16:00:00,"167,99","172,64","167,65","170,21",98062674
24/03/2022 16:00:00,"171,06","174,14","170,21","174,07",90131418
25/03/2022 16:00:00,"173,88","175,28","172,75","174,72",80546156
28/03/2022 16:00:00,"172,17","175,73",172,"175,6",90371916
29/03/2022 16:00:00,"176,69","179,01","176,34","178,96",100589440
30/03/2022 16:00:00,"178,55","179,61","176,7","177,77",92633154
31/03/2022 16:00:00,"177,84","178,03","174,4","174,61",103049285
01/04/2022 16:00:00,"174,03","174,88","171,94","174,31",78751328
04/04/2022 16:00:00,"174,57","178,49","174,44","178,44",76545983
05/04/2022 16:00:00,"177,5","178,3","174,42","175,06",73401786
06/04/2022 16:00:00,"172,36","173,63","170,13","171,83",89058782
07/04/2022 16:00:00,"171,16","173,36","169,85","172,14",77594650
08/04/2022 16:00:00,"171,78","171,78","169,2","170,09",76575508
11/04/2022 16:00:00,"168,71","169,03","165,5","165,75",72246706
12/04/2022 16:00:00,"168,02","169,87","166,64","167,66",79265181
13/04/2022 16:00:00,"167,39","171,04","166,77","170,4",70618925
14/04/2022 16:00:00,"170,62","171,27","165,04","165,29",75329376
18/04/2022 16:00:00,"163,92","166,6","163,57","165,07",69023941
19/04/2022 16:00:00,"165,02","167,82","163,91","167,4",67723833
20/04/2022 16:00:00,"168,76","168,88","166,1","167,23",67929814
21/04/2022 16:00:00,"168,91","171,53","165,91","166,42",87227768
22/04/2022 16:00:00,"166,46","167,87","161,5","161,79",84882424
25/04/2022 16:00:00,"161,12","163,17","158,46","162,88",96046376
26/04/2022 16:00:00,"162,25","162,34","156,72","156,8",95623240
27/04/2022 16:00:00,"155,91","159,79","155,38","156,57",88063191
28/04/2022 16:00:00,"159,25","164,52","158,93","163,64",130216792
29/04/2022 16:00:00,"161,84","166,2","157,25","157,65",131747571
02/05/2022 16:00:00,"156,71","158,23","153,27","157,96",123055265
03/05/2022 16:00:00,"158,15","160,71","156,32","159,48",88966526